name,lon,lat
272,113.7798386,22.7327538
273,114.1214142,22.5511818
274,114.1145248,22.5530529
275,114.1283798,22.5637589
276,114.1217575,22.5655937
277,114.1310043,22.5739937
278,114.1171036,22.5399342
279,114.1224518,22.5441628
280,114.1104889,22.536869
281,114.103447,22.5402927
282,114.1048813,22.5486259
283,114.0904312,22.5389538
284,114.0769958,22.5373573
285,114.0800629,22.5474148
286,114.0875931,22.5475273
287,114.0953293,22.5476646
288,114.0652771,22.5504761
289,114.062561,22.5635757
290,113.9981232,22.6329193
291,114.0534744,22.5562286
292,114.0347137,22.5589848
293,114.0352859,22.5207119
294,114.0085754,22.5548172
295,113.9994202,22.5504475
296,113.9885406,22.5539894
297,113.9879532,22.5797367
298,113.955864,22.6225262
299,113.9469681,22.6653557
300,113.9913559,22.7031689
301,114.0209732,22.6247044
302,114.0290604,22.5434856
303,114.0397797,22.5459557
304,114.0389404,22.5527344
305,114.0244751,22.553091
306,113.974556,22.5347214
307,114.0178909,22.5413857
308,114.0142441,22.5492496
309,114.0667496,22.5739079
310,113.9734344,22.5272789
311,113.9672928,22.5503273
312,113.9660339,22.5644302
313,113.9351196,22.5772381
314,113.9890213,22.5929699
315,113.894516,22.5212917
316,113.9056091,22.5121555
317,113.934166,22.5489349
318,113.9467239,22.5397472
319,113.947197,22.5493679
320,114.0760803,22.5803795
321,113.937706,22.5682564
322,113.9934692,22.6012821
323,113.9574738,22.5887318
324,113.9437866,22.5887623
325,113.9319077,22.5901337
326,113.9329605,22.6786098
327,113.9555588,22.695076
328,113.9639282,22.7018871
329,113.9441452,22.70578
330,113.9710236,22.7261887
331,114.0314484,22.6044388
332,113.9463577,22.5601425
333,113.9346008,22.5602303
334,113.9709396,22.7676525
335,113.9394455,22.8164616
336,113.9211731,22.6964512
337,113.9355698,22.6906986
338,113.9439697,22.7374306
339,114.0391235,22.614666
340,114.0546112,22.6053581
341,113.8937531,22.577343
342,113.8832932,22.5870075
343,113.8579102,22.6186581
344,113.8806381,22.7443333
345,113.9340515,22.723299
346,113.9382706,22.7503452
347,114.0492554,22.6220837
348,114.0743179,22.6094742
349,113.8726578,22.5797291
350,113.8622894,22.5694485
351,113.8616257,22.7582588
352,113.8484802,22.7866287
353,113.9186935,22.7341022
354,113.9232025,22.7616138
355,113.9394684,22.763855
356,113.9111786,22.8143406
357,113.8491898,22.7613449
358,113.8292007,22.7929573
359,113.8346558,22.806036
360,113.8513641,22.8247833
361,113.9161301,22.7470207
362,113.9040222,22.760498
363,113.9085999,22.78265
364,113.9284363,22.7783451
365,113.8849792,22.8409328
366,113.8759384,22.7734241
367,113.8944321,22.7798252
368,113.8916702,22.8061256
369,113.9250031,22.7903156
370,114.0999374,22.6815128
371,114.0728531,22.6685448
372,114.0778198,22.708065
373,114.5017624,22.5980282
374,113.8110809,22.7880173
375,113.7995682,22.7755871
376,114.0127106,22.7576828
377,113.8559494,22.8001842
378,113.8304443,22.7787304
379,113.8176575,22.7765598
380,113.8146133,22.7589703
381,113.8307953,22.749855
382,113.7998352,22.7608051
383,113.7956161,22.7433338
384,113.8769073,22.8155384
385,113.863533,22.8166084
386,113.9494629,22.798481
387,114.0065079,22.7323551
388,114.0146484,22.7438889
389,113.8849945,22.790781
390,113.8628387,22.7865963
391,113.8681717,22.8023415
392,113.8371048,22.7617798
393,114.0042953,22.714407
394,114.0213776,22.7094975
395,114.0325851,22.7205429
396,114.0448914,22.7252102
397,114.0563354,22.7286415
398,114.0284576,22.6889305
399,114.0321274,22.7052288
400,114.0122757,22.6824932
401,113.9862442,22.6966438
402,113.9829865,22.6813889
403,113.9819107,22.6703243
404,113.9910889,22.6718483
405,114.055191,22.6338654
406,114.0609207,22.6220455
407,114.054512,22.640728
408,114.0555267,22.6491375
409,114.0684509,22.6502552
410,114.0679855,22.6618767
411,114.0811615,22.6823559
412,114.0746231,22.7008476
413,114.0614929,22.718832
414,114.0417786,22.6885071
415,114.0427322,22.6988583
416,114.0427246,22.7092133
417,114.0608749,22.6992569
418,114.0531311,22.7113361
419,114.0358963,22.6764393
420,114.0246201,22.6768398
421,114.0116119,22.670969
422,113.9992905,22.6767902
423,114.055687,22.6600075
424,114.0444946,22.6722355
425,114.0545578,22.6758118
426,114.0599442,22.6868534
427,114.033699,22.6279011
428,114.0307007,22.66465
429,114.0193405,22.6623135
430,114.0088043,22.6564426
431,114.0182877,22.6453972
432,113.9983444,22.6536274
433,114.0021744,22.6662674
434,114.027298,22.6534557
435,114.0348206,22.6381302
436,114.0085068,22.6368599
437,114.0385895,22.6462364
438,114.0437546,22.6555195
439,113.9025345,22.7457542
440,113.894249,22.7317905
441,113.8933487,22.7181015
442,113.8899918,22.7082348
443,113.9127884,22.7211227
444,113.907196,22.6408615
445,113.9159775,22.6688938
446,113.9187698,22.6486969
447,113.8356857,22.6815739
448,113.8291855,22.6856213
449,113.8551712,22.6980343
450,113.8648071,22.716362
451,113.8683014,22.7401161
452,113.8536911,22.7395859
453,113.84095,22.7235546
454,113.8235092,22.7219944
455,113.8282089,22.735981
456,113.8187256,22.7047997
457,113.8085327,22.7275105
458,113.8113022,22.7422695
459,113.8147736,22.6871376
460,113.8008881,22.6917419
461,113.8054733,22.708807
462,113.7942886,22.7282524
463,113.7900391,22.6884193
464,113.7927399,22.7105675
465,113.8430328,22.7804337
466,113.8355484,22.702816
467,113.8525314,22.7200851
468,113.8882446,22.7579193
469,113.9700623,22.5917683
470,113.9672318,22.6075191
471,113.9777679,22.6019592
472,113.9935379,22.6855221
473,114.1184769,22.7076244
474,114.1061935,22.7043133
475,114.1312485,22.6975822
476,114.087883,22.6090717
477,114.1096191,22.657238
478,114.0733109,22.6231842
479,114.1062393,22.6921692
480,114.1232224,22.6905022
481,114.0835266,22.7276573
482,114.2208099,22.6122608
483,114.2341003,22.6450539
484,114.4910049,22.5903168
485,114.4755249,22.5936298
486,114.5608521,22.6184292
487,114.3570404,22.7129192
488,114.1451721,22.6155453
489,114.2254257,22.5512257
490,114.232811,22.5538216
